"Timestamp","Open access to scientific results is...","Would having open access at a reasonable price influence your decision to submit an article to a venue?","How would you propose to fund the archival of papers under an OA model?","What would be highest acceptable author processing charges per article (in $)?","Would you support ACM reducing expenses and possibly scaling back on the “Good Works” to fund OA?","What is, in your view, the primary role of the ACM?","Would you consider changing publishers if OA were not available at an acceptable price from the ACM within two years?","Should authors retain copyright of their work?","Comments on Open Access","In your field, where do important results first appear?","Have you published in a journal in the last three years?","Have you read a paper published in a journal in the last year?","Have you published in a conference in the last two years?","You publish in journals mainly because ","Would you support publishing our best conferences as special issues of a journal?","Comments on the importance of Journals in CS","The DL fulfill its role of being a convenient portal to find CS research results","The DL makes it easy to find articles","The DL’s search facility should be replaced by a commercial search engine","The DL’s archiving facility should be replaced with ArXiv","Comments about the DL","Do you work","How long ago was your first published scientific paper?","Are you a member of the ACM?","Which SIG (if any) do identify with?","Where do you spend most of your time?"
"2015/03/06 3:48:43 PM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","yes","","conferences","yes","yes","no","they allow long form results;they allow one to present completed research","yes","","","","","","","industry","<10 years ago","no","","Europe"
"2015/03/06 3:49:51 PM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","not essential","Open Access is essential - research is heavily funded by monies which are supposed to benefit entire societies. Entire societies can only fully benefit from information that is openly available to all.","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","3","1","5","3","","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/06 3:52:44 PM AST","a desirable feature","no","through increased conference registration costs (or attendance)","100","yes","tbd","no","not essential","none","conferences","no","no","yes","don't usually","yes","not sure journals are particularly important to CS","4","4","1","1","none","industry","10+ years ago","yes","none","North America"
"2015/03/06 3:56:24 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","To facilitate research and unite its members in sharing results to further the computer-related knowledge of mankind.","yes","yes","The cost of PDFs currently seems grossly expensive, and the price poorly-motivated. When the internet is covered with sites like imgur, tumblr, youtube, and soundcloud (not to mention dozens others), citing hosting fees for papers is laughable at best. We must maintain a development team, sure, but the disparity in price is even beyond that. These funds, as explained, are going primarily into Good Works. Unfortunately, while these  ""Good Works"" are a nice idea, paywalling our ideas in order to help potential researchers seems worse than giving the papers away.","conferences","no","yes","yes","they allow long form results","Why?","Journals contain long-form writings with intricate details that present much more precise discussions of results. They are useful for seeing well-expanded ideas, covering full versions of sketches to proofs and results in conference papers.","3","4","2","2","PageRank for papers please!","academia","<10 years ago","yes","","North America"
"2015/03/06 3:59:38 PM AST","a desirable feature","yes","author processing via grants, with some proviso for helping those who don't have grant support","100","yes","What I WANT it to be is an organization to support the research enterprise in CS. What it APPEARS to be is an industry group and publisher. ","yes","yes","","conferences","yes","no","yes","they allow long form results;it is expected by your employer","yes","Archival/long form results. Removes the pressure of the noisy review process. Publish and then review vs review and then publish. ","1","1","5","5","The DL is not at all useful. ACM should channel that money into supporting the arxiv, and helping create a PubMed like entity for CS (integrating bibliographic information from ALL venues/publications etc and then using DOI to route to the right place). I'd say the DL is almost there, but the search is awful. ","academia","10+ years ago","no","SIGACT","North America"
"2015/03/06 4:00:17 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","no","","no","not essential","","conferences","no","yes","yes","I avoid journals.","yes","I have been nothing but frustrated by the current state of CS journals, both as a reviewer (crappy submissions, reviewing mostly-previously-published work, etc) and as a submitted (extremely long turnaround time, one reviewer dominating the editor's decision, low visibility).","2","2","5","4","","academia","10+ years ago","yes","SIGCOMM","North America"
"2015/03/06 4:01:43 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","700","yes","","yes","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","4","2","3","3","","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/06 4:04:26 PM AST","a desirable feature","yes","through author processing charges","200","yes","I think it has several, including conference organizer and promoter of the field.  It is also the major publisher for computer science research.","no","not essential","Open Access in some form is critical, though the current model is, I think, marginally acceptable.  I could personally live with a non-OA model more easily if access charges were more reasonable and more convenient to pay.  But I think that disadvantages some parts of the world in ways we should not.

A $700 processing charge seems high to me, though $200 sounds difficult to manage.  Something in the middle may be OK; I haven't looked at the finances.","conferences","no","yes","yes","they allow long form results","no","I think they're almost irrelevant.  As far as I can tell people in industry don't read them, which means they have very little influence on practice.  Conferences are a fine alternative, except that we need them for the occasional paper that doesn't fit a conference format.

I think we should discourage republication of expanded conference papers in journals, unless the conference paper was really deficient in some crucial way.  I don't think it's a good use of reviewing resources.

The longer reviewing cycle may benefit more theoretical areas.  But my impression is that acceptance decisions unavoidably reward persistance too much, and end up being even more random than for conferences.","3","3","4","3","I tend to use Google Scholar more, but I find the DL occasionally useful.  I haven't explored ArXiv.","industry","20+ years ago","yes","PLAN","North America"
"2015/03/06 4:06:22 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","","yes","yes","","conferences","no","no","yes","they allow long form results;they provide better reviews","no","","","","5","3","I have never accessed it except through links from google searches.","academia","<10 years ago","no","","North America"
"2015/03/06 4:13:48 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","100","yes","Organizing and connecting researchers, practitioners, and information in the computing discipline. ","no","yes","","conferences","yes","yes","yes","it is expected by your employer","yes","","3","3","4","2","I've had trouble searching on ArXiv as well. I think we need something better than ArXiv and DL, though it may build upon commercial search engines and ArXiv.","academia","<10 years ago","yes","SIGCOMM","North America"
"2015/03/06 4:20:02 PM AST","a moral imperative","no","Voluntary contributions. Look at http://wer.inf.puc-rio.br/WERpapers/","0","yes","Distribute balanced, peer-reviewed knowledge","yes","yes","","both","yes","yes","yes","they are more prestigious;it is expected by your employer","yes","","3","3","3","2","","academia","10+ years ago","no","","North America"
"2015/03/06 4:25:01 PM AST","a moral imperative","yes","through author processing charges","200","yes","Liberate and make accessible publications to the world","no","yes","It's the only way forward to advance human knowledge in a fair way to every student where ever they are.","conferences","no","yes","yes","it is expected by your employer","yes","They are important to publish extended work that can't fit within the page limits of conferences.","3","4","1","5","It's best for those of us in the privileged universities. Students from developing countries don't have access to it. It's unfair!","academia","<10 years ago","no","SIGWEB","Europe"
"2015/03/06 4:26:34 PM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","yes","","conferences","yes","no","yes","they allow one to present completed research","yes","","5","3","5","4","","industry","20+ years ago","yes","SIGPLAN","North America"
"2015/03/06 4:35:31 PM AST","a moral imperative","yes","sponsorship, crowdfunding","100","yes","","yes","not essential","","conferences","no","yes","no","they allow long form results","","","","","","","","industry","10+ years ago","yes","","North America"
"2015/03/06 4:52:10 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","0","","","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","","","","","","","What does ""the DL"" mean ???","academia","10+ years ago","no","","Europe"
"2015/03/06 4:52:38 PM AST","a desirable feature","yes","through increased conference registration costs (or attendance)","100","yes","conferences","no","not essential","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious","SIGPLAN Notices does that already?!","","2","2","1","2","I often find papers via scholar.google.com or via DBLP, but prefer to then click through to the DL for the authoritative version.","industry","10+ years ago","yes","SIGPLAN","North America"
"2015/03/06 5:00:21 PM AST","not essential","no","focus less on revenue and more on cost containment: go with OA Green","1000","no","The role used to be serving as a point of contact among researchers. That's an outdated role: we don't need ACM to play that role any more. We all can organize our own conferences and journals and web sites, thank you.

ACM should scale back and focus on the things that we cannot do well ourselves. For example, you could do a better job of helping us to sift through all the bijillions of papers published each year to find the ones that are most interesting and useful. In addition, you could help funding entities to more easily make sense of whether researchers are having a real impact on the world outside academia. And you could apply to NSF for grants of your own to boost efforts to translate research into teaching and practice.

Think of it this way: academic research has uncovered lots of gems--ideas of great value to other scientists, to students, and to the world at large. I don't know of any organization currently focused on discovering those gems and getting them out to the people who need them most. ACM could be that organization.

In the meantime, from what I've seen so far, you have been overly focused on small ideas. You are worried about how you'll protect your market share from the rise of open publishing, how you'll compete. Think bigger. Your role is no longer to be a publisher and conference organizer. Your role is to develop a new business model as an intermediary that serves as a connection between research and impact.

If ACM isn't going to do it, then who is?","no","not essential","Researchers would throw a huge fit if you ever try to prevent OA Green. So given that OA Green is going to happen, I don't believe (spin it all you like) that OA Gold is actually necessary. Don't waste your time. You're thinking too small.","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;it is expected by your employer;journal reviewers are less likely to be jackasses than conference reviewers, on average (maybe due to the time pressure of a conference timeline)","don't care","In terms of archiving, all of the sciences started out as conference-centric, and all of them (except CS) eventually transitioned to being journal-centric. The same will eventually happen with CS. It's just part of a science maturing. I don't know whether we're at that point, but I wouldn't sweat it too much one way or the other. It will happen when it happens. Why are you so worried about this? You shouldn't be a publisher anyway as much as a curator of research and a channel directing research toward impact.","4","4","4","4","Existing search engines (DL, Google Scholar, Microsoft Research), etc, all do a pitiful job of helping me to actually find out which research is making an impact on the world. At best, they tell me what research has the highest citations. But we all know that academia is an echo chamber to a certain extent. Tell me what research is being used by people OTHER than other researchers. Tell me what research is having an impact on students, industry, government, standards, and the rest of the world outside of our little laboratories and computing clusters.","academia","10+ years ago","yes","SIGCHI","North America"
"2015/03/06 5:04:39 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","100","yes","","no","yes","","conferences","no","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","1","1","5","5","","industry","<10 years ago","no","SIGPLAN","North America"
"2015/03/06 5:09:17 PM AST","a moral imperative","yes","through author processing charges","200","no","guarantee of quality in research (through conferences and DL)  and maintaining the level and recognition of the profession (through Good Works) ","yes","yes","","both","yes","yes","yes","they allow one to present completed research;it is expected by your employer","yes","","4","2","3","3","","academia","10+ years ago","no","","Europe"
"2015/03/06 5:12:27 PM AST","a desirable feature","no","through author processing charges","100","","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","This question is not clear","They allow to publish complete proofs, and require that these proofs are refereed. Conference publications do not provide this. ","","","","","","academia","20+ years ago","no","","Europe"
"2015/03/06 5:19:37 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","0","no","","no","yes","","journals","no","yes","no","they provide better reviews;they are more prestigious","yes","","4","4","1","1","","industry","20+ years ago","no","Sigada","Europe"
"2015/03/06 5:24:00 PM AST","a desirable feature","no","through author processing charges","200","yes","","yes","not essential","","conferences","no","yes","yes","it is expected by your employer","yes","","4","3","5","3","","industry","<10 years ago","yes","SIGPLAN","North America"
"2015/03/06 5:28:18 PM AST","a moral imperative","yes","Increased professional organization membership.","200","yes","Advancing the profession and practice of computer science, and our understanding of computing.

Related to later answers: I would like to see ACM increase its relevance to working programmers, thereby increasing its professional membership, and use the increased dues revenue to fund OA publication.","no","not essential","The inability of science to freely turn its tools upon its own output severely hinder the advance of science. And the paid subscription limits the benefit of scientific inquiry to wealthier institutions.","conferences","yes","yes","yes","they allow long form results;it is expected by your employer","yes","I think we would do well to increase the use of journals versus conferences.","3","3","4","2","The DL can be a powerful hub for computing research. I would like to see the DL be an open archive than to outsource that to arxiv.","academia","<10 years ago","yes","SIGCHI","North America"
"2015/03/06 5:31:16 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","To support the goals of the computer science research community.","yes","not essential","If work is available open access and authors can reuse material under an appropriate CC license, then it is OK to not retain copyright.  Otherwise, the author should retain copyright.","both","yes","yes","yes","they allow long form results;they allow one to present completed research;Some of my non-ACM-directed work is in fields where journals are the only option","no","Rather than having CS start to play the ""journal game"" with other fields, I think CS needs to be more aggressive in pushing its model of quality conferences into other fields.  

I do cross-disciplinary research involving biology, and the biology conferences that I attend are terrible compared to CS conferences, because there is no real publication associated with them, and no real peer review involved in the selection of speakers.","4","4","3","3","I think that DL is a fine repository, but that there is nothing particularly special to distinguish it from arXiv or IEEE Xplore.  

I currently primarily access DL via external search engines in any case (mostly Google Scholar). I do not think it is wise to try to compete with Google for search engine efficacy, but also think it would be a bad idea to assume that Google and other search engines will continue to provide good service in the long term.","industry","10+ years ago","yes","","North America"
"2015/03/06 5:34:19 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","To bridge the world of academia and industry","no","yes","I believe that the issue of source code also needs to be resolved along with Open Access.  The source code and data used by papers should also be accessible for both reproducibility and understanding.","conferences","no","yes","no","","yes","","4","4","3","3","","industry","haven't yet","yes","SIGMOD","North America"
"2015/03/06 5:38:16 PM AST","a desirable feature","yes","charge on membership fees","0","no","Organize the activities of academic Computer Science.","no","not essential","Open Access is desirable, but given that most university libraries (I suppose) subscribe to the DL, it is not an imperative.  Furthermore, individual ACM members can purchase DL access at a reasonable price.  Therefore I do not view implementing OA as a necessary goal.","both","yes","yes","yes","no need to travel (limited travel funds, limited time to attend meetings)","The main problem is that journal reviewing practices must change.","In the biomedical science, for one example, journal submissions are reviewed in 2-4 weeks.  In CS, it can take up to one year.  This is the single most important problem with journals in CS today, and why conferences are still preferable.  Journals that instituted an initial pre-screen review for 2-4 page abstracts, and guaranteed 2-week turnaround on those, with then 6-week turnaround on longer papers, would change the field.","5","5","3","3","","academia","10+ years ago","yes","SIGPLAN","North America"
"2015/03/06 5:47:03 PM AST","a moral imperative","yes","dontation, advertising, ...","100","yes","","yes","not essential","","conferences","yes","yes","yes","","no","","4","3","3","4","","academia","<10 years ago","yes","","North America"
"2015/03/06 5:52:59 PM AST","a moral imperative","yes","green OA funded by public institutions","0","","","yes","yes","Green OA funded by public institutions is a moral imperative for public funded research.","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","Journal articles allow to present results in full details. In particular, all proofs are provided and checked by reviewers.","1","5","","","It should be open access","academia","10+ years ago","no","","Europe"
"2015/03/06 6:04:16 PM AST","a desirable feature","no","through author processing charges","200","yes","","no","not essential","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;it is expected by your employer","yes","","3","2","5","3","","academia","10+ years ago","yes","SIGSOFT","Middle east"
"2015/03/06 6:49:34 PM AST","a moral imperative","yes","through author processing charges","0","yes","Perhaps ACM could remain an umbrella for the SIGs. I also wouldn't mind it publishing CACM at a nominal price.

I would be delighted to see ACM get out of both publishing as well as hosting conferences. ","yes","yes","","both","yes","yes","yes","they allow one to present completed research;they provide better reviews","no","While journal papers are not considered ""important"" by the vast majority of CS academics, they should be. Assuming that a journal submission is not a conference paper + proofs/artifacts:
(a) A journal paper allows one to present completed research. One is more careful about proofs and other artefacts. One can take the time to achieve elegance in definitions, in implementations, in engineering.
(b) A journal submission is refereed; a conference submission isn't. 
","3","2","4","5","","academia","20+ years ago","yes","SIGPLAN","North America"
"2015/03/06 6:53:36 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","1000","yes","To encourage, support, and disseminate computing research.","yes","yes","","conferences","yes","yes","yes","some fields use them","yes","","5","5","1","3","","academia","10+ years ago","yes","SIGOPS","North America"
"2015/03/06 6:57:38 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","both","no","yes","no","they allow one to present completed research;it is expected by your employer","yes","","4","4","3","4","","academia","<10 years ago","no","","Europe"
"2015/03/06 7:00:45 PM AST","a moral imperative","yes","membership fees that give discount on conference fees","200","yes","Representing CS and disseminating results","yes","not essential","Ensuring OA is the biggest issue in the field.","conferences","no","no","yes","they allow long form results;they allow one to present completed research","yes","Almost none at the moment. (Some academics need them because their institution metrics only understand journals, but those are primarily third-tier institutions.)","3","3","5","5","Can be great by simplifying and outsourcing to Google Scholar and ArXiv","industry","10+ years ago","yes","systems, pl","North America"
"2015/03/06 7:18:39 PM AST","a moral imperative","no","through author processing charges","200","yes","","no","yes","","conferences","no","yes","yes","","yes","","3","4","1","2","","academia","<10 years ago","no","SIGSAC","North America"
"2015/03/06 7:19:21 PM AST","a moral imperative","yes","through author processing charges","200","yes","To support the research community.","yes","not essential","Science works better with open access.","conferences","yes","yes","yes","they allow one to present completed research;it is expected by your employer;Journals can accept excellent but sometimes less exciting results that conferences are reluctant to take.","no","We've already won the argument that conferences are key in CS. There's no point in switching back to journals.","3","1","5","3","The DL is only searchable via Google. If you use the DL search itself to try to find something, it hardly ever turns up the right paper.","academia","10+ years ago","yes","PLAN","North America"
"2015/03/06 7:22:03 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","conferences","yes","yes","yes","they allow one to present completed research","no","","3","3","3","4","","academia","20+ years ago","no","Siglog","Europe"
"2015/03/06 7:26:58 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","It is increasingly becoming redundant. ","yes","yes","","conferences","no","no","yes","","yes","","2","2","5","4","","academia","<10 years ago","no","SIGOPS","North America"
"2015/03/06 8:05:50 PM AST","a moral imperative","yes","through author processing charges","100","","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious","","","","","","","","academia","<10 years ago","no","","South America"
"2015/03/06 8:28:44 PM AST","a moral imperative","yes","through author processing charges","200","yes","","yes","not essential","","both","yes","yes","yes","they provide better reviews;they are more prestigious;it is expected by your employer","yes","","","","","","","academia","<10 years ago","yes","","North America"
"2015/03/06 8:32:37 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","Make sure all people have access to the best available research content","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","","3","2","4","4","","academia","<10 years ago","yes","","North America"
"2015/03/06 9:07:12 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","1000","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they provide better reviews","no","There are undeniable shortcomings of nearly all major conferences in CS that journals do not suffer from:
 - competition for reviewers (can be and is often gamed by submitting multiple papers, thus favoring large, well-financed research groups), 
 - direct competition with other papers for a single reviewer, 
 - multi-staged reviewing process, which allows factoring in comments and helps improving papers

Conferences had the advantage of faster turnaround times, but with the shortcomings mentioned above this is not true anymore, or at the very least has become questionable. Since all other academic fields favor journals over conferences, I believe this can be read as a sign of CS growing up.","3","4","5","5","Hard to flip through articles similar to hard-copy proceedings.","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/06 9:50:11 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","To further research and education in computing.","yes","yes","","conferences","no","yes","yes","they allow one to present completed research","yes","Not very important","2","2","3","3","","academia","20+ years ago","yes","SIGPLAN","Asia"
"2015/03/06 10:03:44 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","conferences","yes","no","yes","","yes","","4","3","3","4","Get rid of the popup ads, please.","academia","<10 years ago","yes","SIGPLAN","North America"
"2015/03/06 10:05:54 PM AST","a moral imperative","yes","through author processing charges","200","no","Professional help with conferences and publications.  Advocacy.  Good works. ","yes","not essential","","conferences","no","yes","yes","they allow one to present completed research","what is the rationale for this?","","3","3","5","2","It will be there even after Google decides to kill off Google Scholar.","academia","20+ years ago","yes","SIGPLAN","North America"
"2015/03/06 10:06:47 PM AST","a desirable feature","yes","through increased conference registration costs (or attendance)","100","yes","To *facilitate* dissemination. It should minimize it operating costs.","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","2","4","1","5","","academia","20+ years ago","yes","sigact","North America"
"2015/03/06 10:11:55 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","no","","yes","yes","","both","no","yes","no","","yes","","3","3","3","3","","academia","haven't yet","no","","North America"
"2015/03/06 10:19:09 PM AST","a desirable feature","no","no idea, the burden should not fall on the authors, who already pay to produce the content","0","yes","Organize and ensure the quality of conferences.","no","not essential","","conferences","yes","no","yes","colleagues want promotion","yes","","2","1","3","3","Confusing.  I only use DBLP as an entry point.","academia","20+ years ago","yes","SIGPLAN","Europe"
"2015/03/06 10:23:49 PM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","","yes","yes","Looking forward, Open Access is a must.","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","yes","","5","5","1","3","","industry","20+ years ago","yes","SIGOPS SIGPLAN","Europe"
"2015/03/06 10:26:05 PM AST","a moral imperative","no","through increased conference registration costs (or attendance)","100","no","Self-perpetuation","yes","not essential","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;it is expected by your employer","no","","1","1","5","5","","academia","<10 years ago","no","SIGLOG","Asia"
"2015/03/06 10:42:28 PM AST","a moral imperative","no","Grants and donations","0","yes","Holding conferences","yes","yes","","conferences","no","no","yes","","no","","1","1","5","3","","industry","<10 years ago","yes","","North America"
"2015/03/06 10:44:07 PM AST","a desirable feature","no","micro-payments","100","no","","no","yes","","conferences","no","yes","no","they allow long form results;they allow one to present completed research","yes","","4","4","5","3","","industry","<10 years ago","yes","","North America"
"2015/03/06 11:42:14 PM AST","a desirable feature","no","through author processing charges","700","no","","no","yes","","conferences","no","yes","yes","","no","","3","3","5","3","","academia","<10 years ago","yes","SIGPLAN","Asia"
"2015/03/07 12:02:28 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","","yes","yes","","","no","yes","no","","","","4","4","4","5","","industry","10+ years ago","no","","Asia"
"2015/03/07 12:07:41 AM AST","not essential","yes","through author processing charges","100","yes","","yes","yes","","conferences","yes","yes","yes","it is expected by your employer","","In CS some conferences are the front-line of innovation. Journals are publishing ideas which are about 3 to 4 years old. ","4","4","4","","","academia","20+ years ago","yes","SIGSOFT","North America"
"2015/03/07 12:57:56 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","no","","yes","yes","","conferences","no","no","yes","I don't. ","no","","1","2","4","4","","industry","<10 years ago","no","","North America"
"2015/03/07 1:34:42 AM AST","a moral imperative","yes","abandoning organizational structures that have no purpose in a modern world","100","yes","I'm not sure it has one anymore","yes","yes","","both","no","yes","no","they allow long form results;they allow one to present completed research","","","2","2","3","3","","academia","haven't yet","no","","North America"
"2015/03/07 3:05:40 AM AST","a moral imperative","yes","professional society membership fee increase","0","no","Advocating for an ethical, inclusive, and intellectual diverse field, in part via the facilitation of communication between researchers, industry (at all scales), and the general public.","yes","yes","The role of academia is supposed to be to produce new knowledge and share it with the world. All researchers have an obligation to the general public. Open access is absolutely imperative, and I am embarrassed that the major publication venues I send work to do not support it.

The reason for why open access would be so expensive is not clear to me. Authors take on the role of writing, formatting, and copy-editing their own work. Reviewers work for free. Conference organizers and journal editors work for free. Digital publication is cheap, and paper publication is increasingly unnecessary. What are the true costs of distribution?

Knowledge is priceless. It should be price-less.","conferences","no","yes","yes","they allow long form results;they allow one to present completed research","I don't have a strong opinion.","Journals should take on the role of being the main archival option for completed research, and conferences become a safe space to publish more experimental work (which should still be valued highly be institutions) that would benefit from community feedback.

Conference registration costs are skyrocketing, making it harder to publish papers in conferences for financial reasons.","2","1","5","3","","academia","<10 years ago","yes","CHI","North America"
"2015/03/07 3:46:29 AM AST","a moral imperative","yes","institutional fees, subsidies, donations","0","yes","To ""advance computing as a science and profession"". This in particular includes contributing to the free dissemination of scientific information.","yes","not essential","Without free and open access to scientific information, for everyone everywhere, there can be no progress in science.","conferences","no","yes","no","","","","2","2","3","5","","academia","haven't yet","no","","Europe"
"2015/03/07 3:57:00 AM AST","a moral imperative","yes","cooperative of research institutions","100","yes","None","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews","yes","","3","3","1","4","","academia","10+ years ago","no","plan","Europe"
"2015/03/07 4:02:20 AM AST","not essential","no","I do not propose OA, journals and archives should be paid by reader subscriptions","0","no","To promote dissemination of high quality publications and research results through supporting peer-review processes, publishing journals and organizing conferences.","no","yes","I believe that ""open access"" is totally bad for reseach. There is nothing like free lunch anywhere in the life. Publishing journals and maintaining online repositories costs money. Somebody has to pay for it. When readers pay for subscriptions, publishers are motivated to sustain high quality of the journal or the repository, through the solid selection process. When the cost is moved over to authors, publishers have no motivation towards readers, they do not need them. On the contrary, they have motivation towards authors, to accept as much as possible, provided that authors pay. It is irrevelant whether authors pay by their personal money, or their employers pay on behalf of them.

","both","yes","yes","yes","they allow long form results;they are more prestigious","yes","This questionnaire includes a lot of demagogy and unfair selection options. Why is it titled ""who owns your research?"" Does it refer to the publishers, who now ""own"" my research and it should not be so? No, the research results ownership certainly depends on legislature of the researcher country, but generally the logic is that the ""prestigeous part"" of ownership belongs to the researcher, while the right to use it (to patent, to sell, etc.) belongs to the institution which paid the research. 

""Gold model"" is no guarantee of perpetual access. Someone has to pay for computer and humand resources required perpetually ...

""Open access to scientific results is..."", no option to select otherwise.","5","4","1","1","","academia","10+ years ago","yes","SIGCOM","Europe"
"2015/03/07 4:31:06 AM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","yes","","conferences","no","yes","yes","","yes","","4","4","2","3","","industry","10+ years ago","no","","Europe"
"2015/03/07 4:31:24 AM AST","a moral imperative","yes","through author processing charges","200","yes","","yes","yes","","both","yes","yes","yes","they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","yes","","3","2","3","3","","academia","<10 years ago","no","","Europe"
"2015/03/07 4:34:24 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","Being nice","yes","yes","Good","conferences","yes","yes","yes","they are more prestigious;it is expected by your employer","yes","Combined journal/conf model","1","1","3","4","","academia","20+ years ago","no","","Europe"
"2015/03/07 5:14:40 AM AST","a moral imperative","yes","Through membership fees to professional bodies","200","yes","To support and publicise the work of its members","yes","yes","","conferences","yes","yes","yes","they allow long form results;they provide better reviews;it is expected by your employer","yes","","1","2","5","5","","academia","10+ years ago","yes","","Europe"
"2015/03/07 5:29:58 AM AST","a moral imperative","yes","0.1% of a countries budget for higher education should go to an international institution that, from this money, covers such costs. Any participating state may publish for free.","0","yes","To advance computer science as far as possible. Naturally, open access to computer science papers is one way to do this.","yes","yes","","conferences","no","yes","yes","they allow long form results","yes","","1","1","3","5","","academia","<10 years ago","no","","Europe"
"2015/03/07 5:32:02 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","facilitating research","yes","yes","I think open access is very important, because the government (i.e. the public) supports research and should also gain advantages.","conferences","yes","yes","yes","they allow one to present completed research;they provide better reviews","yes","","4","4","4","3","","academia","<10 years ago","yes","","Europe"
"2015/03/07 5:33:15 AM AST","a desirable feature","no","both","1000","yes","","no","yes","","both","no","yes","yes","","yes","","3","3","3","3","","academia","<10 years ago","yes","","Europe"
"2015/03/07 5:52:36 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","200","","","yes","yes","","conferences","yes","no","yes","they allow long form results;it is expected by your employer","yes","","4","2","4","4","","academia","10+ years ago","yes","","Europe"
"2015/03/07 6:01:04 AM AST","a moral imperative","no","tbd","0","yes","","yes","yes","","conferences","no","yes","yes","","yes","","4","5","1","3","","industry","<10 years ago","no","SIGPLAN","Europe"
